month_year,region,country,visitor_count
2001-03,Southeast Asia,Thailand,22656
2001-03,Southeast Asia,Vietnam,2490
2001-03,Southeast Asia,Other Markets In Southeast Asia,na
2001-03,Greater China,China,30320
2001-03,Greater China,Hong Kong SAR,27025
2001-03,Greater China,Taiwan,16438
2001-03,Greater China,Other Markets In Greater China,na
2001-03,North Asia,Japan,85655
2001-03,North Asia,South Korea,32441
2001-03,North Asia,Other Markets In North Asia,na
2001-03,South Asia,Bangladesh,3504
2001-03,South Asia,India,27300
2001-03,South Asia,Pakistan,3861
2001-03,South Asia,Sri Lanka,4970
2001-03,South Asia,Other Markets In South Asia,1644
2001-03,West Asia,Iran,2526
2001-03,West Asia,Israel,na
2001-03,West Asia,Kuwait,469
2001-03,West Asia,Saudi Arabia,1440
2001-03,West Asia,United Arab Emirates,1647
2001-03,West Asia,Other Markets In West Asia,na
2001-03,Americas,Canada,7461
2001-03,Americas,USA,35194
2001-03,Americas,Other Markets In Americas,na
2001-03,Europe,Belgium & Luxembourg,2088
2001-03,Europe,Denmark,2655
2001-03,Europe,Finland,1653
2001-03,Europe,France,6353
2001-03,Europe,Germany,18041
2001-03,Europe,Italy,2930
2001-03,Europe,Netherlands,6978
2001-03,Europe,Norway,2357
2001-03,Europe,Rep Of Ireland,na
2001-03,Europe,Russian Federation,na
2001-03,Europe,Spain,1385
2001-03,Europe,Sweden,4347
2001-03,Europe,Switzerland,4061
2001-03,Europe,United Kingdom,49496
2001-03,Europe,Other Markets In Europe,na
2001-03,Oceania,Australia,41910
2001-03,Oceania,New Zealand,5854
2001-03,Oceania,Other Markets In Oceania,847
2001-03,Africa,Egypt,na
2001-03,Africa,Mauritius,na
2001-03,Africa,South Africa (Rep Of),na
2001-03,Africa,Other Markets In Africa,na
2001-04,Southeast Asia,Brunei Darussalam,6392
2001-04,Southeast Asia,Indonesia,94613
2001-04,Southeast Asia,Malaysia,45923
2001-04,Southeast Asia,Myanmar,2211
2001-04,Southeast Asia,Philippines,21009
2001-04,Southeast Asia,Thailand,27816
2001-04,Southeast Asia,Vietnam,2684
2001-04,Southeast Asia,Other Markets In Southeast Asia,na
2001-04,Greater China,China,37542
2001-04,Greater China,Hong Kong SAR,25816
2001-04,Greater China,Taiwan,19756
2001-04,Greater China,Other Markets In Greater China,na
2001-04,North Asia,Japan,58348
2001-04,North Asia,South Korea,30150
2001-04,North Asia,Other Markets In North Asia,na
2001-04,South Asia,Bangladesh,3033
2001-04,South Asia,India,28454
2001-04,South Asia,Pakistan,4173
2001-04,South Asia,Sri Lanka,6058
2001-04,South Asia,Other Markets In South Asia,1677
2001-04,West Asia,Iran,661
2001-04,West Asia,Israel,na
2001-04,West Asia,Kuwait,209
2001-04,West Asia,Saudi Arabia,850
2001-04,West Asia,United Arab Emirates,1434
2001-04,West Asia,Other Markets In West Asia,na
2001-04,Americas,Canada,5537
2001-04,Americas,USA,27734
2001-04,Americas,Other Markets In Americas,na
2001-04,Europe,Belgium & Luxembourg,1793
2001-04,Europe,Denmark,1973
2001-04,Europe,Finland,1075
2001-04,Europe,France,6434
2001-04,Europe,Germany,15126
2001-04,Europe,Italy,2316
2001-04,Europe,Netherlands,5334
2001-04,Europe,Norway,2117
2001-04,Europe,Rep Of Ireland,na
2001-04,Europe,Russian Federation,na
2001-04,Europe,Spain,1156
2001-04,Europe,Sweden,3385
2001-04,Europe,Switzerland,4020
2001-04,Europe,United Kingdom,40964
2001-04,Europe,Other Markets In Europe,na
2001-04,Oceania,Australia,45145
2001-04,Oceania,New Zealand,7561
2001-04,Oceania,Other Markets In Oceania,864
2001-04,Africa,Egypt,na
2001-04,Africa,Mauritius,na
2001-04,Africa,South Africa (Rep Of),na
2001-04,Africa,Other Markets In Africa,na
2001-05,Southeast Asia,Brunei Darussalam,4867
2001-05,Southeast Asia,Indonesia,99026
2001-05,Southeast Asia,Malaysia,53572
2001-05,Southeast Asia,Myanmar,1595
2001-05,Southeast Asia,Philippines,19195
2001-05,Southeast Asia,Thailand,25807
2001-05,Southeast Asia,Vietnam,2340
2001-05,Southeast Asia,Other Markets In Southeast Asia,na
2001-05,Greater China,China,41999
2001-05,Greater China,Hong Kong SAR,19806
2001-05,Greater China,Taiwan,16381
2001-05,Greater China,Other Markets In Greater China,na
2001-05,North Asia,Japan,58984
2001-05,North Asia,South Korea,28842
2001-05,North Asia,Other Markets In North Asia,na
2001-05,South Asia,Bangladesh,3346
2001-05,South Asia,India,41233
2001-05,South Asia,Pakistan,3991
2001-05,South Asia,Sri Lanka,4826
2001-05,South Asia,Other Markets In South Asia,1818
2001-05,West Asia,Iran,453
2001-05,West Asia,Israel,na
2001-05,West Asia,Kuwait,256
2001-05,West Asia,Saudi Arabia,1007
2001-05,West Asia,United Arab Emirates,1283
2001-05,West Asia,Other Markets In West Asia,na
2001-05,Americas,Canada,5475
2001-05,Americas,USA,29411
2001-05,Americas,Other Markets In Americas,na
2001-05,Europe,Belgium & Luxembourg,1878
2001-05,Europe,Denmark,1599
2001-05,Europe,Finland,912
2001-05,Europe,France,5746
2001-05,Europe,Germany,13585
2001-05,Europe,Italy,2294
2001-05,Europe,Netherlands,5347
2001-05,Europe,Norway,1178
2001-05,Europe,Rep Of Ireland,na
2001-05,Europe,Russian Federation,na
2001-05,Europe,Spain,1101
2001-05,Europe,Sweden,2078
2001-05,Europe,Switzerland,3198
2001-05,Europe,United Kingdom,28245
2001-05,Europe,Other Markets In Europe,na
2001-05,Oceania,Australia,45091
2001-05,Oceania,New Zealand,8321
2001-05,Oceania,Other Markets In Oceania,888
2001-05,Africa,Egypt,na
2001-05,Africa,Mauritius,na
2001-05,Africa,South Africa (Rep Of),na
2001-05,Africa,Other Markets In Africa,na
2001-06,Southeast Asia,Brunei Darussalam,5522
2001-06,Southeast Asia,Indonesia,109705
2001-06,Southeast Asia,Malaysia,52523
2001-06,Southeast Asia,Myanmar,1962
2001-06,Southeast Asia,Philippines,15870
2001-06,Southeast Asia,Thailand,22556
2001-06,Southeast Asia,Vietnam,3043
2001-06,Southeast Asia,Other Markets In Southeast Asia,na
2001-06,Greater China,China,31882
2001-06,Greater China,Hong Kong SAR,23752
2001-06,Greater China,Taiwan,19445
2001-06,Greater China,Other Markets In Greater China,na
2001-06,North Asia,Japan,64582
2001-06,North Asia,South Korea,26914
2001-06,North Asia,Other Markets In North Asia,na
2001-06,South Asia,Bangladesh,3516
2001-06,South Asia,India,36281
2001-06,South Asia,Pakistan,4702
2001-06,South Asia,Sri Lanka,4227
2001-06,South Asia,Other Markets In South Asia,1762
2001-06,West Asia,Iran,504
2001-06,West Asia,Israel,na
2001-06,West Asia,Kuwait,471
2001-06,West Asia,Saudi Arabia,2502
2001-06,West Asia,United Arab Emirates,1770
2001-06,West Asia,Other Markets In West Asia,na
2001-06,Americas,Canada,4652
2001-06,Americas,USA,31692
2001-06,Americas,Other Markets In Americas,na
2001-06,Europe,Belgium & Luxembourg,1491
2001-06,Europe,Denmark,1740
2001-06,Europe,Finland,1115
2001-06,Europe,France,4920
2001-06,Europe,Germany,10973
2001-06,Europe,Italy,2342
2001-06,Europe,Netherlands,5253
2001-06,Europe,Norway,1687
2001-06,Europe,Rep Of Ireland,na
2001-06,Europe,Russian Federation,na
2001-06,Europe,Spain,911
2001-06,Europe,Sweden,2595
2001-06,Europe,Switzerland,2840
2001-06,Europe,United Kingdom,27897
2001-06,Europe,Other Markets In Europe,na
2001-06,Oceania,Australia,46600
2001-06,Oceania,New Zealand,9345
2001-06,Oceania,Other Markets In Oceania,1016
2001-06,Africa,Egypt,na
2001-06,Africa,Mauritius,na
2001-06,Africa,South Africa (Rep Of),na
2001-06,Africa,Other Markets In Africa,na
2001-07,Southeast Asia,Brunei Darussalam,6083
2001-07,Southeast Asia,Indonesia,135816
2001-07,Southeast Asia,Malaysia,47020
2001-07,Southeast Asia,Myanmar,1754
2001-07,Southeast Asia,Philippines,14460
2001-07,Southeast Asia,Thailand,21522
2001-07,Southeast Asia,Vietnam,3618
2001-07,Southeast Asia,Other Markets In Southeast Asia,na
2001-07,Greater China,China,45570
2001-07,Greater China,Hong Kong SAR,24929
2001-07,Greater China,Taiwan,25185
2001-07,Greater China,Other Markets In Greater China,na
2001-07,North Asia,Japan,76373
2001-07,North Asia,South Korea,34830
2001-07,North Asia,Other Markets In North Asia,na
2001-07,South Asia,Bangladesh,4637
2001-07,South Asia,India,28493
2001-07,South Asia,Pakistan,6358
2001-07,South Asia,Sri Lanka,4731
2001-07,South Asia,Other Markets In South Asia,1748
2001-07,West Asia,Iran,494
2001-07,West Asia,Israel,na
2001-07,West Asia,Kuwait,2316
2001-07,West Asia,Saudi Arabia,8469
2001-07,West Asia,United Arab Emirates,4095
2001-07,West Asia,Other Markets In West Asia,na
2001-07,Americas,Canada,5682
2001-07,Americas,USA,32865
2001-07,Americas,Other Markets In Americas,na
2001-07,Europe,Belgium & Luxembourg,2472
2001-07,Europe,Denmark,2625
2001-07,Europe,Finland,928
2001-07,Europe,France,7441
2001-07,Europe,Germany,12761
2001-07,Europe,Italy,3514
2001-07,Europe,Netherlands,7987
2001-07,Europe,Norway,2747
2001-07,Europe,Rep Of Ireland,na
2001-07,Europe,Russian Federation,na
2001-07,Europe,Spain,1432
2001-07,Europe,Sweden,2848
2001-07,Europe,Switzerland,4051
2001-07,Europe,United Kingdom,36151
2001-07,Europe,Other Markets In Europe,na
2001-07,Oceania,Australia,55458
2001-07,Oceania,New Zealand,11376
2001-07,Oceania,Other Markets In Oceania,1010
2001-07,Africa,Egypt,na
2001-07,Africa,Mauritius,na
2001-07,Africa,South Africa (Rep Of),na
2001-07,Africa,Other Markets In Africa,na
2001-08,Southeast Asia,Brunei Darussalam,6596
2001-08,Southeast Asia,Indonesia,107481
2001-08,Southeast Asia,Malaysia,47436
2001-08,Southeast Asia,Myanmar,1601
2001-08,Southeast Asia,Philippines,15481
2001-08,Southeast Asia,Thailand,22090
2001-08,Southeast Asia,Vietnam,3460
2001-08,Southeast Asia,Other Markets In Southeast Asia,na
2001-08,Greater China,China,51208
2001-08,Greater China,Hong Kong SAR,28515
2001-08,Greater China,Taiwan,21981
2001-08,Greater China,Other Markets In Greater China,na
2001-08,North Asia,Japan,92508
2001-08,North Asia,South Korea,35899
2001-08,North Asia,Other Markets In North Asia,na
2001-08,South Asia,Bangladesh,3905
2001-08,South Asia,India,25302
2001-08,South Asia,Pakistan,4748
2001-08,South Asia,Sri Lanka,5202
2001-08,South Asia,Other Markets In South Asia,1797
2001-08,West Asia,Iran,566
2001-08,West Asia,Israel,na
2001-08,West Asia,Kuwait,3088
2001-08,West Asia,Saudi Arabia,6121
2001-08,West Asia,United Arab Emirates,3754
2001-08,West Asia,Other Markets In West Asia,na
2001-08,Americas,Canada,5794
2001-08,Americas,USA,28641
2001-08,Americas,Other Markets In Americas,na
2001-08,Europe,Belgium & Luxembourg,2427
2001-08,Europe,Denmark,2170
2001-08,Europe,Finland,886
2001-08,Europe,France,8782
2001-08,Europe,Germany,13082
2001-08,Europe,Italy,6791
2001-08,Europe,Netherlands,7330
2001-08,Europe,Norway,1647
2001-08,Europe,Rep Of Ireland,na
2001-08,Europe,Russian Federation,na
2001-08,Europe,Spain,2342
2001-08,Europe,Sweden,2270
2001-08,Europe,Switzerland,3403
2001-08,Europe,United Kingdom,39004
2001-08,Europe,Other Markets In Europe,na
2001-08,Oceania,Australia,45566
2001-08,Oceania,New Zealand,8992
2001-08,Oceania,Other Markets In Oceania,900
2001-08,Africa,Egypt,na
2001-08,Africa,Mauritius,na
2001-08,Africa,South Africa (Rep Of),na
2001-08,Africa,Other Markets In Africa,na
2001-09,Southeast Asia,Brunei Darussalam,4665
2001-09,Southeast Asia,Indonesia,98188
2001-09,Southeast Asia,Malaysia,53851
2001-09,Southeast Asia,Myanmar,2038
2001-09,Southeast Asia,Philippines,14553
2001-09,Southeast Asia,Thailand,19644
2001-09,Southeast Asia,Vietnam,3854
2001-09,Southeast Asia,Other Markets In Southeast Asia,na
2001-09,Greater China,China,34386
2001-09,Greater China,Hong Kong SAR,20024
2001-09,Greater China,Taiwan,15218
2001-09,Greater China,Other Markets In Greater China,na
2001-09,North Asia,Japan,69850
2001-09,North Asia,South Korea,23526
2001-09,North Asia,Other Markets In North Asia,na
2001-09,South Asia,Bangladesh,3341
2001-09,South Asia,India,27260
2001-09,South Asia,Pakistan,3785
2001-09,South Asia,Sri Lanka,4262
2001-09,South Asia,Other Markets In South Asia,1614
2001-09,West Asia,Iran,675
2001-09,West Asia,Israel,na
2001-09,West Asia,Kuwait,437
2001-09,West Asia,Saudi Arabia,1288
2001-09,West Asia,United Arab Emirates,1442
2001-09,West Asia,Other Markets In West Asia,na
2001-09,Americas,Canada,4576
2001-09,Americas,USA,22164
2001-09,Americas,Other Markets In Americas,na
2001-09,Europe,Belgium & Luxembourg,2113
2001-09,Europe,Denmark,1821
2001-09,Europe,Finland,951
2001-09,Europe,France,4835
2001-09,Europe,Germany,13939
2001-09,Europe,Italy,2932
2001-09,Europe,Netherlands,6114
2001-09,Europe,Norway,1776
2001-09,Europe,Rep Of Ireland,na
2001-09,Europe,Russian Federation,na
2001-09,Europe,Spain,1414
2001-09,Europe,Sweden,2231
2001-09,Europe,Switzerland,3675
2001-09,Europe,United Kingdom,33716
2001-09,Europe,Other Markets In Europe,na
2001-09,Oceania,Australia,53867
2001-09,Oceania,New Zealand,10202
2001-09,Oceania,Other Markets In Oceania,908
2001-09,Africa,Egypt,na
2001-09,Africa,Mauritius,na
2001-09,Africa,South Africa (Rep Of),na
2001-09,Africa,Other Markets In Africa,na
2001-10,Southeast Asia,Brunei Darussalam,4436
2001-10,Southeast Asia,Indonesia,115797
2001-10,Southeast Asia,Malaysia,43037
2001-10,Southeast Asia,Myanmar,1783
2001-10,Southeast Asia,Philippines,15289
2001-10,Southeast Asia,Thailand,25476
2001-10,Southeast Asia,Vietnam,2871
2001-10,Southeast Asia,Other Markets In Southeast Asia,na
2001-10,Greater China,China,42586
2001-10,Greater China,Hong Kong SAR,19363
2001-10,Greater China,Taiwan,14259
2001-10,Greater China,Other Markets In Greater China,na
2001-10,North Asia,Japan,35970
2001-10,North Asia,South Korea,24125
2001-10,North Asia,Other Markets In North Asia,na
2001-10,South Asia,Bangladesh,3943
2001-10,South Asia,India,25595
2001-10,South Asia,Pakistan,1537
2001-10,South Asia,Sri Lanka,4207
2001-10,South Asia,Other Markets In South Asia,1978
2001-10,West Asia,Iran,478
2001-10,West Asia,Israel,na
2001-10,West Asia,Kuwait,189
2001-10,West Asia,Saudi Arabia,458
2001-10,West Asia,United Arab Emirates,1020
2001-10,West Asia,Other Markets In West Asia,na
2001-10,Americas,Canada,4786
2001-10,Americas,USA,19271
2001-10,Americas,Other Markets In Americas,na
2001-10,Europe,Belgium & Luxembourg,1929
2001-10,Europe,Denmark,2319
2001-10,Europe,Finland,1077
2001-10,Europe,France,4945
2001-10,Europe,Germany,15164
2001-10,Europe,Italy,2476
2001-10,Europe,Netherlands,6334
2001-10,Europe,Norway,1784
2001-10,Europe,Rep Of Ireland,na
2001-10,Europe,Russian Federation,na
2001-10,Europe,Spain,1200
2001-10,Europe,Sweden,3152
2001-10,Europe,Switzerland,4561
2001-10,Europe,United Kingdom,36163
2001-10,Europe,Other Markets In Europe,na
2001-10,Oceania,Australia,50839
2001-10,Oceania,New Zealand,8449
2001-10,Oceania,Other Markets In Oceania,889
2001-10,Africa,Egypt,na
2001-10,Africa,Mauritius,na
2001-10,Africa,South Africa (Rep Of),na
2001-10,Africa,Other Markets In Africa,na
2001-11,Southeast Asia,Brunei Darussalam,4418
2001-11,Southeast Asia,Indonesia,99740
2001-11,Southeast Asia,Malaysia,46272
2001-11,Southeast Asia,Myanmar,1622
2001-11,Southeast Asia,Philippines,14599
2001-11,Southeast Asia,Thailand,17845
2001-11,Southeast Asia,Vietnam,2929
2001-11,Southeast Asia,Other Markets In Southeast Asia,na
2001-11,Greater China,China,41208
2001-11,Greater China,Hong Kong SAR,18583
2001-11,Greater China,Taiwan,15219
2001-11,Greater China,Other Markets In Greater China,na
2001-11,North Asia,Japan,32294
2001-11,North Asia,South Korea,29452
2001-11,North Asia,Other Markets In North Asia,na
2001-11,South Asia,Bangladesh,3212
2001-11,South Asia,India,24792
2001-11,South Asia,Pakistan,437
2001-11,South Asia,Sri Lanka,4085
2001-11,South Asia,Other Markets In South Asia,1854
2001-11,West Asia,Iran,83
2001-11,West Asia,Israel,na
2001-11,West Asia,Kuwait,133
2001-11,West Asia,Saudi Arabia,305
2001-11,West Asia,United Arab Emirates,1010
2001-11,West Asia,Other Markets In West Asia,na
2001-11,Americas,Canada,5347
2001-11,Americas,USA,23970
2001-11,Americas,Other Markets In Americas,na
2001-11,Europe,Belgium & Luxembourg,2010
2001-11,Europe,Denmark,1826
2001-11,Europe,Finland,1189
2001-11,Europe,France,5088
2001-11,Europe,Germany,14577
2001-11,Europe,Italy,1839
2001-11,Europe,Netherlands,5741
2001-11,Europe,Norway,1776
2001-11,Europe,Rep Of Ireland,na
2001-11,Europe,Russian Federation,na
2001-11,Europe,Spain,1136
2001-11,Europe,Sweden,3242
2001-11,Europe,Switzerland,4162
2001-11,Europe,United Kingdom,38748
2001-11,Europe,Other Markets In Europe,na
2001-11,Oceania,Australia,38329
2001-11,Oceania,New Zealand,5692
2001-11,Oceania,Other Markets In Oceania,865
2001-11,Africa,Egypt,na
2001-11,Africa,Mauritius,na
2001-11,Africa,South Africa (Rep Of),na
2001-11,Africa,Other Markets In Africa,na
2001-12,Southeast Asia,Brunei Darussalam,6414
2001-12,Southeast Asia,Indonesia,183118
2001-12,Southeast Asia,Malaysia,55216
2001-12,Southeast Asia,Myanmar,1949
2001-12,Southeast Asia,Philippines,16414
2001-12,Southeast Asia,Thailand,20177
2001-12,Southeast Asia,Vietnam,2504
2001-12,Southeast Asia,Other Markets In Southeast Asia,na
2001-12,Greater China,China,48080
2001-12,Greater China,Hong Kong SAR,22124
2001-12,Greater China,Taiwan,17709
2001-12,Greater China,Other Markets In Greater China,na
2001-12,North Asia,Japan,43483
2001-12,North Asia,South Korea,27400
2001-12,North Asia,Other Markets In North Asia,na
2001-12,South Asia,Bangladesh,3939
2001-12,South Asia,India,27429
2001-12,South Asia,Pakistan,439
2001-12,South Asia,Sri Lanka,5134
2001-12,South Asia,Other Markets In South Asia,1999
2001-12,West Asia,Iran,106
2001-12,West Asia,Israel,na
2001-12,West Asia,Kuwait,245
2001-12,West Asia,Saudi Arabia,720
2001-12,West Asia,United Arab Emirates,1767
2001-12,West Asia,Other Markets In West Asia,na
2001-12,Americas,Canada,6077
2001-12,Americas,USA,28188
2001-12,Americas,Other Markets In Americas,na
2001-12,Europe,Belgium & Luxembourg,1529
2001-12,Europe,Denmark,1709
2001-12,Europe,Finland,977
2001-12,Europe,France,4964
2001-12,Europe,Germany,11231
2001-12,Europe,Italy,1944
2001-12,Europe,Netherlands,5877
2001-12,Europe,Norway,1732
2001-12,Europe,Rep Of Ireland,na
2001-12,Europe,Russian Federation,na
2001-12,Europe,Spain,1058
2001-12,Europe,Sweden,3666
2001-12,Europe,Switzerland,4235
2001-12,Europe,United Kingdom,40163
2001-12,Europe,Other Markets In Europe,na
2001-12,Oceania,Australia,41200
2001-12,Oceania,New Zealand,6044
2001-12,Oceania,Other Markets In Oceania,1138
2001-12,Africa,Egypt,na
2001-12,Africa,Mauritius,na
2001-12,Africa,South Africa (Rep Of),na
